Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
136,32,No,Travel_Frequently,1297,Research & Development,8,4,Life Sciences,1,292,3,Female,75,2,3,Research Scientist,1,Married,5716,21406,6,Y,No,12,3,4,80,0,10,2,2,5,7,0,11
137,36,No,Travel_Rarely,1878,Research & Development,4,4,Life Sciences,1,362,2,Male,113,2,2,Laboratory Technician,1,Single,4850,18762,0,Y,No,19,3,2,80,1,10,3,4,9,2,0,0
138,26,No,Travel_Rarely,1783,Research & Development,39,4,Medical,1,138,3,Female,97,3,2,Sales Executive,1,Single,10501,30088,0,Y,No,13,3,4,80,0,18,4,4,2,3,0,0
139,19,Yes,Travel_Rarely,629,Research & Development,11,3,Medical,1,1682,4,Male,92,3,2,Human Resources,4,Married,4696,10183,1,Y,No,16,3,3,80,0,12,3,1,2,0,1,11
140,56,No,Travel_Frequently,810,Sales,5,3,Marketing,1,303,3,Female,106,3,1,Sales Executive,4,Single,6634,19407,0,Y,No,17,3,3,80,0,10,3,3,0,2,0,9
141,42,Yes,Travel_Rarely,1796,Sales,3,4,Marketing,1,1185,4,Male,115,2,3,Sales Executive,4,Single,4601,5936,9,Y,Yes,13,4,2,80,1,1,3,2,1,2,0,2
142,34,No,Travel_Rarely,722,Sales,9,3,Medical,1,150,2,Male,63,2,1,Human Resources,2,Divorced,16029,6279,6,Y,No,19,3,3,80,0,5,3,2,3,3,0,7
143,40,Yes,Travel_Frequently,435,Research & Development,7,4,Medical,1,1534,4,Female,112,3,2,Manager,1,Single,10659,18409,4,Y,No,23,3,4,80,0,2,2,2,9,3,0,0
144,28,No,Travel_Rarely,1948,Sales,8,4,Marketing,1,1753,4,Male,89,3,2,Laboratory Technician,4,Single,7240,14230,1,Y,Yes,11,3,3,80,2,10,3,4,10,0,0,0
145,50,No,Travel_Rarely,1353,Sales,6,4,Life Sciences,1,1758,2,Male,118,3,1,Laboratory Technician,4,Divorced,7925,9007,7,Y,No,13,4,1,80,0,1,3,2,5,3,0,11
146,56,Yes,Travel_Rarely,193,Research & Development,15,4,Life Sciences,1,689,4,Female,47,4,5,Laboratory Technician,4,Married,3961,13190,1,Y,No,14,3,3,80,0,5,3,2,27,2,0,7
147,51,No,Travel_Frequently,1886,Sales,6,4,Medical,1,958,3,Male,105,2,3,Laboratory Technician,4,Married,11680,6855,1,Y,No,12,3,4,80,0,15,2,3,2,0,3,2
148,56,No,Non-Travel,2046,Research & Development,23,3,Medical,1,1678,4,Male,93,3,2,Research Director,4,Divorced,4663,7152,0,Y,No,22,3,4,80,1,14,2,4,33,8,3,3
149,29,No,Travel_Rarely,1913,Research & Development,6,1,Human Resources,1,1002,4,Male,95,3,2,Research Scientist,4,Divorced,6090,12800,0,Y,Yes,12,3,3,80,0,10,2,3,5,2,1,0
150,35,No,Travel_Frequently,1080,Research & Development,26,3,Life Sciences,1,1664,4,Male,91,2,3,Manager,4,Divorced,6896,15059,6,Y,No,15,3,3,80,1,33,2,3,8,2,0,1
151,30,No,Travel_Rarely,1460,Research & Development,20,4,Medical,1,58,2,Male,34,2,1,Healthcare Representative,4,Single,15044,30912,2,Y,Yes,12,4,3,80,1,1,2,3,2,0,0,4
152,41,Yes,Travel_Rarely,1434,Human Resources,16,4,Marketing,1,70,2,Male,89,3,2,Research Scientist,2,Single,5980,26313,0,Y,No,13,3,4,80,0,6,4,4,4,1,9,13
153,54,No,Travel_Rarely,1340,Sales,4,4,Life Sciences,1,96,3,Male,99,3,2,Sales Executive,2,Single,5334,34406,7,Y,No,14,3,3,80,0,37,6,3,20,0,1,0
154,35,No,Travel_Rarely,601,Research & Development,27,2,Medical,1,1420,3,Female,89,3,1,Research Scientist,2,Single,3234,7282,1,Y,Yes,12,3,2,80,0,15,4,3,5,2,4,0
155,40,No,Travel_Rarely,1950,Human Resources,7,4,Life Sciences,1,1216,4,Male,123,2,4,Research Scientist,4,Divorced,5037,11820,5,Y,Yes,12,3,1,80,2,34,3,2,5,2,0,2
156,43,Yes,Travel_Rarely,563,Sales,15,2,Life Sciences,1,1216,3,Male,93,3,3,Laboratory Technician,4,Single,8095,6142,6,Y,No,22,3,3,80,1,1,3,2,10,1,6,4
157,40,No,Travel_Frequently,1979,Sales,16,4,Life Sciences,1,1387,4,Male,87,3,2,Manufacturing Director,4,Divorced,8724,14622,0,Y,Yes,13,4,1,80,0,21,2,4,3,0,1,12
158,24,No,Travel_Rarely,1925,Sales,3,2,Life Sciences,1,1655,1,Male,109,3,2,Manager,1,Single,14234,10211,6,Y,No,13,3,3,80,0,2,2,3,2,0,1,4
159,42,No,Travel_Rarely,2002,Research & Development,4,4,Medical,1,1382,1,Male,101,3,2,Research Scientist,4,Divorced,7673,13748,4,Y,No,11,3,4,80,0,7,3,2,1,0,11,3
160,19,No,Travel_Rarely,826,Sales,19,3,Life Sciences,1,1614,4,Male,90,4,1,Manager,4,Married,6645,6633,0,Y,Yes,15,3,3,80,0,1,2,3,14,3,0,2
161,30,No,Travel_Rarely,615,Research & Development,12,1,Life Sciences,1,103,4,Female,39,4,1,Laboratory Technician,4,Divorced,9500,17080,5,Y,Yes,16,3,4,80,0,10,2,3,3,3,0,2
162,33,No,Travel_Frequently,1607,Sales,30,4,Life Sciences,1,1217,4,Male,102,3,3,Manufacturing Director,4,Married,6452,28293,7,Y,No,13,3,3,80,2,2,3,4,9,2,7,4
163,30,No,Travel_Rarely,1727,Research & Development,10,2,Life Sciences,1,1156,4,Female,88,2,1,Sales Executive,3,Married,4679,7609,0,Y,No,11,3,1,80,0,7,3,4,32,7,4,10
164,42,No,Travel_Frequently,1123,Sales,7,4,Life Sciences,1,96,3,Female,91,4,2,Laboratory Technician,4,Married,17321,9469,3,Y,No,12,4,3,80,0,10,2,2,2,8,0,2
165,39,No,Non-Travel,1783,Research & Development,3,2,Marketing,1,1061,2,Male,87,3,2,Manufacturing Director,1,Married,12483,6529,2,Y,No,14,3,2,80,1,15,3,2,10,4,0,2
166,34,Yes,Travel_Rarely,1504,Sales,15,4,Other,1,1744,4,Male,131,2,2,Manufacturing Director,4,Single,9295,16684,0,Y,No,13,3,3,80,1,9,6,4,12,0,0,2
167,35,No,Travel_Rarely,1910,Research & Development,34,3,Life Sciences,1,1481,3,Male,125,3,2,Laboratory Technician,2,Single,7503,33715,9,Y,No,12,4,4,80,0,5,2,3,5,6,1,3
168,33,Yes,Travel_Frequently,1683,Human Resources,7,3,Medical,1,1892,4,Male,121,2,4,Human Resources,4,Divorced,6211,16356,3,Y,No,12,4,3,80,2,9,0,2,17,2,4,9
169,38,No,Travel_Rarely,1586,Sales,7,4,Medical,1,749,4,Female,69,3,1,Laboratory Technician,4,Single,4042,11158,3,Y,No,20,3,1,80,0,37,5,3,7,2,13,8
170,38,No,Travel_Rarely,1122,Research & Development,12,2,Marketing,1,138,3,Male,92,4,2,Manager,4,Single,11323,6098,3,Y,No,18,3,3,80,0,6,3,3,10,1,4,0
171,33,No,Travel_Rarely,771,Research & Development,3,3,Medical,1,861,4,Male,127,3,1,Laboratory Technician,4,Single,7292,14035,0,Y,No,11,3,2,80,0,23,2,2,11,0,0,6
172,29,No,Travel_Rarely,1698,Sales,28,1,Life Sciences,1,941,4,Male,70,2,1,Laboratory Technician,4,Single,4475,9290,6,Y,No,12,3,1,80,0,10,3,3,5,0,1,7
173,35,No,Travel_Frequently,843,Research & Development,3,4,Life Sciences,1,113,3,Male,93,3,2,Sales Executive,4,Married,6359,6629,4,Y,No,12,3,3,80,1,10,2,3,16,4,0,0
174,53,No,Travel_Frequently,874,Research & Development,2,4,Marketing,1,773,3,Male,59,2,3,Sales Executive,4,Single,4362,7718,2,Y,Yes,11,3,1,80,0,4,0,3,2,4,7,1
175,45,No,Travel_Rarely,484,Research & Development,15,4,Life Sciences,1,60,4,Male,44,4,2,Sales Executive,4,Single,5458,31316,5,Y,No,17,3,3,80,0,14,3,2,9,0,0,12
176,52,No,Travel_Frequently,1756,Human Resources,39,4,Medical,1,958,1,Male,123,3,2,Laboratory Technician,4,Married,2260,20353,7,Y,No,15,3,3,80,0,5,2,3,10,2,2,2
177,56,No,Travel_Frequently,1830,Sales,7,4,Life Sciences,1,1772,1,Male,110,3,4,Manufacturing Director,4,Single,9213,20446,0,Y,No,13,3,3,80,0,16,4,3,4,2,0,6
178,32,No,Travel_Rarely,1707,Research & Development,22,4,Medical,1,1282,3,Male,76,4,5,Research Scientist,4,Married,4913,26049,9,Y,No,18,4,3,80,0,10,3,3,4,2,6,4
179,35,No,Travel_Rarely,384,Sales,17,1,Other,1,1061,1,Male,45,3,4,Research Scientist,3,Married,11408,33825,0,Y,No,16,3,3,80,1,10,5,2,14,2,4,0
180,29,Yes,Travel_Frequently,1363,Research & Development,20,1,Life Sciences,1,1062,3,Male,105,3,1,Manager,4,Married,11188,26753,3,Y,No,12,3,4,80,1,10,2,2,8,7,4,2
181,30,No,Travel_Rarely,1942,Research & Development,23,2,Life Sciences,1,1423,2,Male,39,4,3,Manager,2,Divorced,7438,29233,2,Y,No,14,3,1,80,1,21,1,4,6,2,2,0
182,22,No,Travel_Rarely,1948,Research & Development,16,4,Technical Degree,1,162,4,Male,109,2,2,Sales Executive,1,Single,6792,5588,0,Y,Yes,11,3,1,80,0,11,2,2,2,1,0,1
183,26,No,Travel_Rarely,1570,Sales,10,4,Medical,1,1439,4,Male,113,3,2,Manager,1,Single,4772,15599,1,Y,No,12,3,4,80,0,12,6,3,7,2,0,2
184,39,No,Travel_Rarely,269,Research & Development,36,4,Medical,1,2015,4,Male,104,3,2,Manufacturing Director,3,Married,5758,9450,1,Y,No,13,3,3,80,0,5,2,2,10,1,0,7
185,29,No,Travel_Rarely,720,Sales,22,3,Life Sciences,1,1420,1,Male,127,3,2,Manager,4,Married,12844,4914,7,Y,No,12,3,3,80,0,6,2,3,19,9,0,2
186,37,Yes,Travel_Rarely,1622,Research & Development,11,3,Life Sciences,1,197,2,Male,123,4,1,Sales Executive,4,Divorced,5131,21864,1,Y,Yes,14,3,2,80,1,6,2,2,19,2,7,0
187,42,No,Non-Travel,1999,Sales,7,3,Marketing,1,88,2,Male,126,3,2,Laboratory Technician,3,Single,11870,27728,7,Y,No,14,3,3,80,3,18,2,3,0,2,0,4
188,28,No,Travel_Rarely,896,Research & Development,8,4,Marketing,1,1669,4,Male,30,3,3,Sales Executive,4,Single,6645,8725,0,Y,Yes,12,3,4,80,1,21,5,3,3,15,0,2
189,47,No,Travel_Rarely,1035,Research & Development,7,1,Technical Degree,1,54,3,Female,122,3,3,Laboratory Technician,4,Divorced,5966,8403,0,Y,Yes,12,4,3,80,0,1,5,3,1,2,2,3
190,41,No,Travel_Frequently,1667,Research & Development,34,1,Medical,1,28,4,Male,117,4,2,Laboratory Technician,4,Single,11589,15620,0,Y,No,18,3,2,80,1,3,2,2,13,2,0,7
191,20,No,Travel_Frequently,1708,Human Resources,27,4,Technical Degree,1,1890,4,Male,92,2,4,Research Scientist,4,Single,5885,26416,0,Y,No,14,3,4,80,0,2,2,3,1,9,1,1
192,52,No,Travel_Rarely,621,Research & Development,31,1,Medical,1,1407,3,Male,51,3,5,Sales Executive,1,Divorced,5810,7139,3,Y,No,21,3,4,80,0,23,3,3,16,3,3,3
193,55,No,Travel_Rarely,606,Research & Development,26,3,Marketing,1,461,2,Male,103,3,1,Manager,4,Divorced,4104,22336,8,Y,Yes,13,3,3,80,0,9,3,2,8,0,0,0
194,33,No,Travel_Frequently,1229,Sales,27,4,Medical,1,1557,4,Male,78,2,2,Sales Executive,4,Single,19043,9386,7,Y,No,11,3,2,80,0,10,0,3,6,7,0,2
195,43,No,Travel_Rarely,1845,Research & Development,8,2,Medical,1,1625,4,Female,65,1,5,Laboratory Technician,1,Married,7106,10652,0,Y,Yes,14,3,1,80,0,6,6,1,1,0,12,0
196,28,No,Travel_Frequently,568,Sales,39,4,Life Sciences,1,1306,4,Female,75,4,2,Manufacturing Director,3,Single,10130,6119,6,Y,No,13,4,2,80,1,18,2,3,2,6,1,2
197,36,No,Travel_Frequently,1481,Sales,6,2,Medical,1,912,2,Male,94,2,2,Human Resources,2,Married,4328,15324,7,Y,No,14,3,1,80,0,10,3,3,18,7,1,2
198,58,No,Non-Travel,1175,Sales,7,3,Marketing,1,1119,4,Male,51,3,3,Sales Representative,2,Single,15073,18268,0,Y,No,13,3,1,80,0,17,3,4,3,17,0,14
199,35,No,Travel_Frequently,838,Sales,8,4,Medical,1,1245,3,Male,70,3,3,Sales Executive,2,Married,10213,6271,7,Y,No,12,3,3,80,1,21,3,4,11,2,0,7
200,35,Yes,Travel_Rarely,894,Research & Development,18,2,Technical Degree,1,193,4,Male,124,3,4,Sales Executive,3,Married,7853,21248,0,Y,Yes,13,3,4,80,2,15,5,3,22,2,1,2
201,35,No,Travel_Frequently,1066,Sales,6,1,Life Sciences,1,1489,4,Female,96,3,3,Manager,4,Single,8490,20897,3,Y,No,22,3,3,80,0,7,3,4,2,2,0,2
202,24,No,Travel_Frequently,1972,Sales,39,4,Marketing,1,581,4,Male,88,2,2,Laboratory Technician,4,Single,4167,11156,8,Y,No,11,3,4,80,0,7,2,2,1,2,0,4
203,41,No,Travel_Rarely,1817,Sales,20,4,Marketing,1,744,4,Female,64,4,2,Laboratory Technician,4,Single,8625,12271,3,Y,No,15,3,2,80,1,32,6,2,4,12,4,2
204,26,Yes,Travel_Rarely,1188,Research & Development,16,3,Life Sciences,1,1156,4,Female,57,2,1,Research Director,4,Divorced,9922,6298,5,Y,Yes,11,3,4,80,0,10,3,3,3,2,0,7
205,40,No,Travel_Rarely,1514,Research & Development,13,2,Life Sciences,1,1240,4,Male,71,2,1,Sales Executive,4,Married,8898,13686,3,Y,No,15,3,3,80,0,1,3,4,5,0,0,3
206,32,No,Travel_Rarely,1569,Research & Development,30,3,Life Sciences,1,450,4,Male,67,3,2,Laboratory Technician,4,Married,6549,30202,0,Y,Yes,13,3,3,80,1,10,3,2,9,1,8,8
207,43,No,Travel_Rarely,1285,Research & Development,16,4,Technical Degree,1,235,3,Male,98,3,1,Sales Executive,4,Single,4625,21593,0,Y,No,12,3,4,80,1,10,5,3,9,12,0,3
208,27,No,Travel_Rarely,902,Sales,4,4,Technical Degree,1,215,4,Male,91,3,4,Manufacturing Director,4,Single,4672,8528,2,Y,No,14,3,3,80,1,10,3,4,30,2,0,7
209,26,No,Travel_Rarely,514,Sales,27,4,Life Sciences,1,1200,3,Male,56,3,2,Laboratory Technician,3,Divorced,5033,16771,0,Y,Yes,14,4,3,80,0,15,3,3,4,2,0,2
210,42,No,Travel_Rarely,1763,Research & Development,39,2,Life Sciences,1,15,2,Male,85,2,4,Healthcare Representative,4,Divorced,4663,19679,7,Y,No,13,3,4,80,1,6,2,3,4,14,2,0
211,49,No,Travel_Rarely,821,Sales,7,3,Other,1,1344,1,Male,74,2,2,Human Resources,4,Married,6069,7984,3,Y,No,12,3,1,80,0,5,3,3,2,2,2,8
212,43,No,Travel_Rarely,975,Research & Development,31,2,Medical,1,1407,2,Female,44,3,2,Manufacturing Director,4,Divorced,11378,6749,6,Y,No,16,3,3,80,3,4,3,3,5,7,0,0
213,29,No,Travel_Frequently,1335,Sales,4,3,Life Sciences,1,15,4,Male,94,2,4,Laboratory Technician,1,Divorced,4911,12464,1,Y,Yes,14,4,2,80,0,1,2,3,2,8,4,2
214,37,No,Travel_Rarely,312,Research & Development,29,4,Life Sciences,1,1691,2,Male,78,3,2,Manager,4,Divorced,7961,11993,6,Y,No,12,4,4,80,0,10,3,4,6,10,0,14
215,40,No,Travel_Rarely,815,Research & Development,19,4,Technical Degree,1,145,1,Female,57,3,1,Laboratory Technician,4,Married,4180,15466,1,Y,Yes,13,3,3,80,0,10,3,3,2,7,0,7
216,37,Yes,Travel_Rarely,1584,Sales,26,2,Medical,1,1650,2,Male,66,2,2,Sales Executive,4,Single,5453,7580,3,Y,Yes,16,3,2,80,0,25,2,2,13,7,0,12
217,38,No,Travel_Rarely,1235,Research & Development,17,4,Life Sciences,1,140,4,Male,96,2,3,Laboratory Technician,1,Married,18758,15376,6,Y,Yes,12,3,4,80,0,10,3,2,8,3,1,0
218,32,No,Travel_Rarely,914,Research & Development,29,3,Medical,1,734,4,Male,110,2,1,Laboratory Technician,4,Single,4112,27134,9,Y,No,22,3,1,80,0,9,2,2,10,2,13,2
219,45,No,Travel_Frequently,422,Sales,5,4,Medical,1,211,4,Male,59,3,2,Laboratory Technician,1,Single,10588,14734,3,Y,Yes,13,3,1,80,0,4,1,3,22,1,0,7
220,24,No,Travel_Rarely,858,Sales,19,4,Marketing,1,1994,4,Male,113,4,2,Research Director,3,Single,7456,10666,7,Y,No,14,3,3,80,0,9,3,3,9,4,0,2
221,38,No,Non-Travel,903,Research & Development,7,4,Life Sciences,1,63,3,Male,37,4,2,Research Scientist,4,Single,4773,11116,1,Y,Yes,14,3,3,80,0,10,3,3,2,2,0,9
222,29,No,Travel_Rarely,1311,Human Resources,40,3,Marketing,1,1425,4,Male,52,3,3,Research Director,4,Divorced,4938,5269,2,Y,No,12,3,3,80,0,23,5,2,22,0,0,3
223,26,No,Travel_Rarely,1901,Sales,14,2,Other,1,40,4,Male,76,3,2,Laboratory Technician,1,Single,6474,30332,1,Y,No,22,3,4,80,0,15,2,3,8,2,3,2
224,34,No,Travel_Rarely,805,Research & Development,18,4,Life Sciences,1,1556,2,Male,73,3,2,Sales Executive,4,Single,12219,13426,3,Y,No,17,3,3,80,0,4,6,3,4,2,0,7
225,35,No,Travel_Rarely,761,Research & Development,7,4,Medical,1,1248,1,Male,87,3,2,Sales Executive,4,Single,4607,22759,6,Y,No,25,3,3,80,1,9,1,2,0,4,2,0
226,28,Yes,Travel_Rarely,588,Research & Development,7,3,Life Sciences,1,436,4,Male,52,2,2,Manager,4,Single,8844,10165,6,Y,Yes,16,3,1,80,0,11,5,4,7,7,0,7
227,40,No,Travel_Frequently,2012,Research & Development,26,2,Technical Degree,1,117,3,Male,53,3,2,Research Scientist,3,Divorced,8230,9755,5,Y,No,11,3,4,80,0,10,2,3,3,2,0,12
228,40,Yes,Non-Travel,1766,Sales,5,2,Life Sciences,1,1045,2,Male,108,2,2,Sales Executive,3,Divorced,8326,16295,2,Y,No,12,3,3,80,2,10,3,3,3,11,1,7
229,45,No,Travel_Rarely,1854,Sales,34,4,Technical Degree,1,336,4,Male,34,3,4,Manager,1,Married,6513,16149,5,Y,No,11,3,4,80,0,17,3,2,10,2,0,7
230,42,No,Travel_Rarely,1447,Human Resources,31,4,Life Sciences,1,64,4,Male,91,4,2,Manufacturing Director,4,Single,4709,9322,0,Y,No,12,3,3,80,1,15,3,3,24,1,0,8
231,55,No,Travel_Rarely,1686,Sales,26,3,Life Sciences,1,1787,4,Male,90,2,1,Laboratory Technician,1,Married,4495,22375,4,Y,Yes,20,3,3,80,1,8,3,3,20,4,0,8
232,30,No,Travel_Rarely,1426,Research & Development,6,4,Other,1,887,3,Male,105,3,2,Laboratory Technician,2,Single,6153,16199,6,Y,No,14,3,3,80,0,10,3,3,3,0,0,8
233,32,No,Travel_Rarely,946,Research & Development,25,1,Medical,1,2019,4,Male,109,3,2,Research Director,3,Single,6576,25708,1,Y,No,14,3,3,80,0,23,2,2,3,2,0,3
234,38,No,Travel_Frequently,537,Sales,4,3,Medical,1,1074,3,Male,122,4,3,Sales Executive,1,Married,6103,16500,3,Y,No,17,3,4,80,0,16,2,3,24,7,0,0
235,38,No,Travel_Rarely,801,Research & Development,4,5,Life Sciences,1,1829,4,Male,34,2,3,Human Resources,2,Divorced,6779,14547,0,Y,No,14,3,2,80,0,11,6,4,12,8,2,0
236,34,No,Travel_Frequently,1624,Human Resources,5,4,Technical Degree,1,1210,2,Male,95,2,2,Laboratory Technician,1,Single,8475,15245,0,Y,No,14,3,2,80,1,1,3,3,6,2,0,7
237,45,No,Travel_Rarely,1853,Sales,7,4,Medical,1,1377,2,Male,111,4,3,Sales Executive,3,Divorced,8350,13572,1,Y,No,13,3,1,80,0,10,3,3,0,14,2,6
238,32,Yes,Travel_Rarely,447,Research & Development,15,2,Life Sciences,1,169,4,Male,97,3,3,Laboratory Technician,2,Single,4625,10250,7,Y,No,14,3,2,80,1,8,3,2,2,2,0,0
239,44,Yes,Travel_Rarely,1500,Research & Development,6,3,Medical,1,1235,4,Male,56,4,1,Research Scientist,4,Single,20417,23736,3,Y,Yes,13,3,4,80,1,8,2,2,33,8,0,7
240,25,No,Travel_Frequently,1994,Sales,11,4,Marketing,1,1211,4,Male,115,3,2,Laboratory Technician,3,Single,5961,12878,8,Y,No,13,3,3,80,1,10,3,3,0,0,1,2
241,50,No,Travel_Frequently,1039,Research & Development,15,1,Marketing,1,1736,1,Male,70,3,3,Sales Executive,1,Divorced,5272,14637,7,Y,No,13,3,3,80,0,4,5,2,1,2,0,1
242,34,No,Travel_Frequently,825,Research & Development,4,3,Life Sciences,1,45,4,Male,117,2,2,Laboratory Technician,3,Single,4871,9252,4,Y,No,19,3,2,80,0,1,6,3,2,7,6,11
243,35,No,Travel_Frequently,769,Research & Development,11,2,Technical Degree,1,1554,4,Male,69,1,3,Laboratory Technician,2,Divorced,11318,7200,1,Y,No,13,3,4,80,0,6,2,3,5,9,2,0
244,37,No,Travel_Rarely,863,Sales,2,2,Life Sciences,1,163,3,Male,39,4,2,Sales Executive,1,Single,9726,3116,7,Y,No,12,3,3,80,0,10,5,2,2,0,2,11
245,35,No,Travel_Rarely,650,Sales,8,4,Life Sciences,1,1506,4,Male,93,3,1,Sales Representative,1,Married,6846,16762,0,Y,No,14,3,3,80,1,9,3,2,1,0,1,8
246,37,No,Travel_Frequently,1459,Research & Development,7,4,Life Sciences,1,137,2,Female,87,3,3,Sales Executive,1,Divorced,6079,17434,5,Y,No,12,4,3,80,0,17,3,2,18,2,5,7
247,37,No,Travel_Rarely,1824,Sales,7,4,Life Sciences,1,1698,4,Male,42,3,1,Manager,1,Divorced,4134,7337,3,Y,Yes,12,3,4,80,0,21,2,3,3,7,1,0
248,55,Yes,Travel_Rarely,1900,Sales,39,2,Life Sciences,1,975,4,Female,48,3,2,Sales Executive,1,Single,5186,22921,7,Y,No,16,4,1,80,0,3,3,3,10,7,0,2
249,31,Yes,Travel_Rarely,954,Research & Development,16,3,Life Sciences,1,2056,2,Male,102,3,2,Laboratory Technician,4,Married,3926,7915,8,Y,Yes,11,3,1,80,1,18,3,4,9,7,1,2
250,31,No,Travel_Frequently,751,Sales,16,4,Life Sciences,1,899,3,Male,114,2,1,Healthcare Representative,4,Single,4100,14679,7,Y,No,11,3,4,80,0,3,3,3,5,2,0,2
251,50,No,Travel_Frequently,1960,Human Resources,8,3,Medical,1,1680,3,Male,114,2,2,Laboratory Technician,4,Married,4640,28430,0,Y,No,12,4,4,80,0,0,2,2,3,2,2,4
252,25,No,Travel_Frequently,739,Research & Development,26,4,Marketing,1,56,1,Male,94,3,4,Sales Executive,3,Married,9063,21156,0,Y,No,13,3,4,80,1,4,3,3,1,2,9,4
253,36,No,Travel_Frequently,440,Sales,14,1,Life Sciences,1,749,3,Male,121,2,2,Manager,4,Single,4423,29915,0,Y,No,11,3,1,80,0,10,2,3,2,2,0,2
254,34,No,Non-Travel,821,Research & Development,25,1,Life Sciences,1,202,4,Male,103,1,1,Manufacturing Director,1,Divorced,10266,7925,0,Y,No,13,3,4,80,0,7,3,3,3,3,4,2
255,37,No,Travel_Rarely,325,Research & Development,7,4,Marketing,1,1375,3,Male,87,4,2,Laboratory Technician,1,Married,8209,23213,7,Y,No,13,3,4,80,0,17,3,2,2,0,0,0
256,30,No,Travel_Rarely,1527,Research & Development,8,4,Medical,1,894,4,Male,114,3,3,Laboratory Technician,3,Divorced,15759,5883,6,Y,Yes,19,3,4,80,0,2,2,4,3,2,0,0
257,35,No,Travel_Frequently,2052,Research & Development,3,4,Life Sciences,1,14,1,Male,93,3,5,Sales Executive,4,Divorced,8490,32996,5,Y,No,20,3,1,80,1,26,2,3,8,1,1,1
258,40,No,Travel_Rarely,890,Research & Development,30,1,Life Sciences,1,291,4,Male,97,3,2,Manufacturing Director,2,Single,11532,15274,0,Y,Yes,13,3,4,80,0,7,3,2,9,13,0,0
259,56,No,Travel_Rarely,833,Human Resources,10,5,Medical,1,1224,2,Male,60,3,2,Manufacturing Director,4,Single,4551,7569,7,Y,No,11,3,4,80,0,20,3,2,9,5,4,2
260,28,No,Travel_Rarely,977,Sales,7,2,Other,1,120,4,Male,103,3,2,Sales Executive,4,Divorced,4417,31502,5,Y,No,11,4,3,80,2,12,2,4,3,4,0,7
261,38,No,Travel_Rarely,1405,Sales,16,4,Life Sciences,1,337,3,Male,109,3,2,Sales Executive,1,Divorced,5491,15961,3,Y,No,13,3,3,80,0,20,2,1,5,0,0,2
262,55,Yes,Travel_Frequently,1907,Sales,3,3,Life Sciences,1,206,4,Male,96,3,2,Laboratory Technician,4,Single,19032,28228,1,Y,No,13,3,3,80,0,9,2,2,20,4,6,2
263,45,No,Travel_Rarely,738,Research & Development,8,4,Medical,1,1604,4,Male,109,3,2,Laboratory Technician,1,Divorced,13093,24033,1,Y,Yes,14,3,3,80,1,10,3,3,7,2,0,0
264,36,No,Travel_Rarely,1022,Research & Development,7,4,Other,1,1070,4,Male,120,3,1,Sales Executive,4,Divorced,5082,5303,1,Y,No,12,3,1,80,0,11,5,3,4,2,0,10
265,32,No,Travel_Rarely,1005,Sales,37,3,Life Sciences,1,502,3,Male,84,2,2,Sales Executive,4,Single,6349,5391,3,Y,No,16,3,4,80,0,1,2,3,1,9,6,9
266,23,Yes,Non-Travel,1431,Research & Development,6,3,Life Sciences,1,1975,3,Female,96,2,1,Healthcare Representative,4,Married,7435,23290,3,Y,No,17,4,3,80,0,40,3,4,30,3,2,2
267,51,No,Travel_Rarely,599,Sales,7,2,Other,1,1204,2,Female,109,3,4,Sales Executive,1,Divorced,6400,11646,1,Y,No,18,3,3,80,0,9,3,2,2,2,0,0
268,46,No,Travel_Rarely,1701,Sales,12,2,Medical,1,1836,2,Male,45,3,3,Laboratory Technician,1,Single,8132,26723,9,Y,Yes,12,3,2,80,0,10,3,3,3,0,2,0
269,35,No,Non-Travel,956,Research & Development,18,4,Life Sciences,1,1346,2,Female,73,2,1,Sales Executive,4,Divorced,5710,6063,6,Y,No,12,3,2,80,0,23,3,2,5,3,8,7
270,58,No,Travel_Frequently,2004,Sales,18,4,Life Sciences,1,1162,3,Female,78,2,1,Laboratory Technician,4,Divorced,13703,10841,5,Y,No,25,3,1,80,2,23,2,3,6,2,0,0
271,34,No,Travel_Frequently,1347,Sales,17,4,Life Sciences,1,558,4,Male,100,2,2,Research Director,2,Married,9878,30536,2,Y,Yes,14,4,1,80,0,7,3,4,5,3,0,4
272,29,No,Travel_Rarely,1620,Sales,8,3,Life Sciences,1,1439,4,Male,93,3,2,Research Director,1,Divorced,4722,6303,1,Y,Yes,25,3,2,80,0,5,3,4,14,0,0,7
273,23,No,Travel_Frequently,958,Research & Development,8,2,Medical,1,558,4,Female,44,2,3,Research Scientist,1,Divorced,7142,12928,0,Y,No,15,3,4,80,1,8,2,2,7,0,0,8
274,52,No,Travel_Rarely,391,Sales,38,4,Life Sciences,1,1870,1,Male,54,2,3,Laboratory Technician,4,Single,8050,12932,1,Y,No,18,3,2,80,1,29,3,3,0,0,0,0
